Year,Utility ID,Name,Class,Type,Disconnection Notices End Of Q1,Disconnection Notices End Of Q2,Disconnection Notices End Of Q3,Disconnection Notices End Of Q4,Disconnections End Of Q1,Disconnections End Of Q2,Disconnections End Of Q3,Disconnections End Of Q4,Customers with Arrears End Of Q1,Amount of Arrears End of Q1,Customers with Arrears End Of Q2,Amount of Arrears End of Q2,Customers with Arrears End Of Q3,Amount of Arrears End of Q3,Customers with Arrears End of Q4,Amount of Arrears End of Q4,Added to Tax Roll,Amount Added to Tax Rol,
2021,2573,Village of Hobart Water Utility,C,Water,,,,0,,,,0,,,,,,,145,23104,53,13571,
2021,2510,Hazel Green Municipal Utility,C,Water,,,,1178,,,,0,,,,,,,94,4535,8,1786,
2021,2500,City of Hayward Waterworks And Sewer,C,Water,,,,351,,,,31,,,,,,,922,17576,8,1637,
2021,2480,Hartland Municipal Water Utility,C,Water,,,,1156,,,,0,,,,,,,81,2560,78,53575,
2021,2428,Village of Lake Hallie Public Works,C,Water,,,,0,,,,0,,,,,,,0,0,90,26517,
2021,2375,Greenville Utilities,C,Water,,,,0,,,,0,,,,,,,319,15745,50,13167,
2021,2200,Village of Genoa City Municipal Water Utility,C,Water,,,,74,,,,4,,,,,,,180,10390,39,7515,
2021,2135,Freedom Sanitary District No 1,C,Water,,,,0,,,,0,,,,,,,123,22213,44,14812,
2021,2090,Village of Fox Point Water Utility,C,Water,,,,0,,,,0,,,,,,,584,131195,129,117603,
2021,2020,Fontana Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,33,5058,620,16646,
2021,1980,Fennimore Water And Light Plant,C,Water,,,,751,,,,2,,,,,,,165,7868,17,927,
2021,1880,City of Evansville Water and Light,C,Water,,,,0,,,,0,,,,,,,0,0,80,3657,
2021,1850,Elroy Municipal Electric And Water Utility,C,Water,,,,197,,,,5,,,,,,,0,3576,5,665,
2021,1820,Ellsworth Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,,,,,,,13,9191,13,9191,
2021,1760,Edgerton Municipal Water Utility,C,Water,,,,1300,,,,100,,,,,,,180,32005,25,6273,
2021,1730,Village of East Troy Municipal Water Utility,C,Water,,,,886,,,,1,,,,,,,26,4076,6,3622,
2021,1650,Dodgeville Water Utility,C,Water,,,,2113,,,,47,,,,,,,200,16170,8,648,
2021,1615,Ledgeview Sanitary District No 2,C,Water,,,,0,,,,0,,,,,,,2508,524904,137,36055,
2021,1590,Delavan Water and Sewage Commission,C,Water,,,,4860,,,,169,,,,,,,1050,30500,28,2221,
2021,1580,DeForest Municipal Water Utility,C,Water,,,,1734,,,,8,,,,,,,274,20171,4,1114,
2021,1570,Deerfield Water Utility,C,Water,,,,279,,,,16,,,,,,,95,3608,32,4250,
2021,1560,Darlington Municipal Water And Sewer Utility,C,Water,,,,190,,,,14,,,,,,,10,1236,6,3291,
2021,1490,Cumberland Municipal Utility,C,Water,,,,920,,,,0,,,,,,,116,2779,7,536,
2021,1470,Cuba City Electric and Water Utility,C,Water,,,,989,,,,1,,,,,,,1299,71,13,462,
2021,1450,Cross Plains Water Utility,C,Water,,,,0,,,,0,,,,,,,129,27910,45,13407,
2021,1390,Cottage Grove Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,139,31935,52,43994,
2021,1370,Cornell Municipal Water And Electric Utility,C,Water,,,,1352,,,,1,,,,,,,114,4410,11,842,
2021,1310,Combined Locks Water Utility,C,Water,,,,133,,,,0,,,,,,,24,5114,45,14314,
2021,1200,Clintonville Water and Electric Utility,C,Water,,,,3476,,,,0,,,,,,,253,12433,8,715,
2021,1100,Chilton Municipal Water Utility,C,Water,,,,6,,,,0,,,,,,,5,607,54,3671,
2021,1080,Chetek Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,970,Cashton Municipal Electric And Water Utility,C,Water,,,,34,,,,3,,,,,,,72,3838,0,0,
2021,935,Campbell Water Utility,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,890,Cadott Light And Water Municipal Utility,C,Water,,,,0,,,,0,,,,,,,165,6493,6,145,
2021,860,Butler Public Water Utility,C,Water,,,,0,,,,0,,,,,,,0,0,94,75112,
2021,840,Burlington Municipal Waterworks,C,Water,,,,0,,,,0,,,,,,,355,42718,194,83342,
2021,740,Brodhead Water And Light Commission,C,Water,,,,546,,,,0,,,,,,,95,5190,2,185,
2021,710,Brillion Municipal Water Utility,C,Water,,,,0,,,,0,,,,,,,522,161267,37,31973,
2021,650,Boscobel Municipal Utilities,C,Water,,,,1064,,,,7,,,,,,,26,2591,3,401,
2021,585,City of Bloomer Water Utility,C,Water,,,,0,,,,0,,,,,,,179,7583,6,811,
2021,531,Village of Black Earth Water Utility,C,Water,,,,0,,,,0,,,,,,,65,3380,15,609,
2021,480,Berlin Municipal Water And Sewer Utility,C,Water,,,,310,,,,10,,,,,,,412,32097,49,8333,
2021,460,Benton Municipal Electric And Water Utility,C,Water,,,,205,,,,2,,,,,,,51,8386,1,583,
2021,440,Belmont Municipal Water And Electric Utility,C,Water,,,,158,,,,0,,,,,,,3,19,0,0,
2021,420,Belleville Municipal Water and Sewer Utility,C,Water,,,,52,,,,0,,,,,,,215,75991,0,0,
2021,380,Barron Light And Water Utility,C,Water,,,,2200,,,,70,,,,,,,1664,73666,16,1583,
2021,350,Bangor Municipal Utility,C,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,320,Baldwin Municipal Water Utility,C,Water,,,,125,,,,7,,,,,,,7,1555,0,0,
2021,230,Argyle Municipal Electric and Water Utility,C,Water,,,,614,,,,0,,,,,,,39,11097,2,69,
2021,210,Arcadia Electric and Water Utility,C,Water,,,,275,,,,0,,,,,,,157,7284,13,690,
2021,140,Amery Municipal Joint Water and Sewer Utility,C,Water,,,,0,,,,0,,,,,,,200,15636,200,15636,
2021,120,Altoona Municipal Water And Sewer Utility,C,Water,,,,0,,,,0,,,,,,,244,13110,135,31032,
2021,51,Algoma Sanitary District No 1,C,Water,,,,0,,,,0,,,,,,,30,4144,25,8612,
2021,6820,Yuba Municipal Waterworks,D,Water,,,,10,,,,0,,,,,,,10,347,0,0,
2021,6819,Town of Yorkville Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6818,Wyocena Municipal Water and Sewer Utility,D,Water,,,,31,,,,1,,,,,,,35,4346,0,0,
2021,6810,Town of Wrightstown Sanitary District 1,D,Water,,,,0,,,,0,,,,,,,14,9350,14,10285,
2021,6790,Woodville Water And Sewer Utility,D,Water,,,,291,,,,6,,,,,,,1,305,1,305,
2021,6740,Wittenberg Municipal Water and Sewer Utility,D,Water,,,,502,,,,8,,,,,,,23,12597,3,1327,
2021,6730,Withee Municipal Water Utility,D,Water,,,,24,,,,1,,,,,,,26,1509,5,635,
2021,6600,Wiota Sanitary District Number One,D,Water,,,,0,,,,0,,,,,,,15,1919,5,2959,
2021,6590,Village of Winter Water Utility,D,Water,,,,11,,,,0,,,,,,,8,820,26,6781,
2021,6560,Wind Point Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,28,10532,
2021,6550,Wilton Municipal Water and Sewer Utility,D,Water,,,,28,,,,0,,,,,,,48,4249,0,0,
2021,6545,Village of Wilson Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,24,6381,2,4154,
2021,6510,Whitelaw Municipal Water And Sewer Utility,D,Water,,,,24,,,,0,,,,,,,23,7413,1,367,
2021,6505,Village of White Lake Water Utility,D,Water,,,,0,,,,0,,,,,,,29,12265,29,12265,
2021,6475,Village of Wheeler Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6470,Weyerhaeuser Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,37,3330,17,2588,
2021,6450,City of Weyauwega Water and Sewer Utility,D,Water,,,,575,,,,2,,,,,,,51,12795,35,7068,
2021,6445,Westport Water Utility District,D,Water,,,,0,,,,0,,,,,,,0,0,20,2973,
2021,6385,Westboro San Dist Wtr system,D,Water,,,,6,,,,0,,,,,,,7,4031,0,0,
2021,6370,West Baraboo Municipal Water and Sewer Utility,D,Water,,,,22,,,,6,,,,,,,158,16244,23,4449,
2021,6350,Village of Webster Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6330,Wauzeka Municipal Water Utility,D,Water,,,,12,,,,0,,,,,,,134,31217,5,1151,
2021,6310,Wausaukee Water and Sewer Utility,D,Water,,,,0,,,,0,,,,,,,20,7867,9,4911,
2021,6190,Washburn Municipal Water And Sewer Utility,D,Water,,,,0,,,,0,,,,,,,39,6382,18,3477,
2021,6185,Warrens Municipal Water and Sewer Utilities,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,6170,Waldo Water And Sewer Utility,D,Water,,,,0,,,,0,,,,,,,41,8748,12,1909,
2021,6160,Wabeno Sanitary District No 1,D,Water,,,,168,,,,5,,,,,,,15,1011,6,1917,
2021,6110,Vesper Municipal Water And Sewer Utility,D,Water,,,,137,,,,0,,,,,,,1,121,0,0,
2021,6060,Valders Public Utility,D,Water,,,,8,,,,3,,,,,,,2,197,1,111,
2021,6010,Village of Union Center Water Utility,D,Water,,,,0,,,,0,,,,,,,30,14212,0,0,
2021,5970,Turtle Lake Municipal Water and Sewer Utility,D,Water,,,,0,,,,0,,,,,,,15,4557,15,4557,
2021,5960,Troy Center Sanitary District #1,D,Water,,,,0,,,,0,,,,,,,2,2320,1,1964,
2021,5935,Tony Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,5910,Tigerton Municipal Water and Sewer Utility,D,Water,,,,69,,,,4,,,,,,,74,3252,5,635,
2021,5900,Three Lakes Sanitary District No 1,D,Water,,,,0,,,,0,,,,,,,0,4554,10,12012,
2021,5880,Thorp Municipal Water And Sewer Utility,D,Water,,,,18,,,,0,,,,,,,174,6019,20,3502,
2021,5870,Theresa Municipal Water And Sewer Utility,D,Water,,,,220,,,,3,,,,,,,525,128535,2,1705,
2021,5860,Tennyson Water Utility,D,Water,,,,0,,,,0,,,,,,,34,2938,5,1468,
2021,5840,Village of Taylor Water Utility,D,Water,,,,127,,,,1,,,,,,,36,4506,7,2084,
2021,5830,Village of Suring Water Utility,D,Water,,,,576,,,,0,,,,,,,78,10296,12,2561,
2021,5770,Strum Municipal Utilities,D,Water,,,,348,,,,3,,,,,,,189,15562,0,0,
2021,5730,Stone Lake Sanitary District,D,Water,,,,0,,,,0,,,,,,,1,76,0,0,
2021,5720,Stoddard Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,10,174,23,5472,
2021,5715,Stockbridge Water Utility,D,Water,,,,70,,,,0,,,,,,,41,9022,8,896,
2021,5700,Stitzer Sanitary District,D,Water,,,,22,,,,1,,,,,,,0,0,0,0,
2021,5683,Stetsonville Water Utility,D,Water,,,,12,,,,1,,,,,,,12,4503,2,1401,
2021,5675,Star Prairie Municipal Water Utility,D,Water,,,,18,,,,0,,,,,,,45,2883,7,869,
2021,5650,Spring Valley Waterworks,D,Water,,,,300,,,,0,,,,,,,13,1704,4,575,
2021,5640,Spring Green Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,93,6645,27,5012,
2021,5620,Spencer Municipal Water Utility,D,Water,,,,624,,,,1,,,,,,,31,736,2,71,
2021,5600,South Wayne Municipal Water Utility,D,Water,,,,60,,,,0,,,,,,,7,502,0,0,
2021,5520,Village of Soldiers Grove Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,115,6611,24,5986,
2021,5480,Siren Municipal Water Utility,D,Water,,,,13,,,,0,,,,,,,55,1800,14,1174,
2021,5470,Shullsburg Water Utility,D,Water,,,,563,,,,1,,,,,,,57,1735,5,188,
2021,5450,Village of Shorewood Hills Water Utility,D,Water,,,,0,,,,0,,,,,,,5,3957,5,3957,
2021,5430,Shiocton Municipal Utility,D,Water,,,,448,,,,0,,,,,,,22,1206,8,536,
2021,5400,Shell Lake Municipal Utilities,D,Water,,,,0,,,,0,,,,,,,0,0,55,10521,
2021,5395,Sheldon Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,8,997,13,3660,
2021,5390,Town of Shelby Sanitary District #2,D,Water,,,,0,,,,0,,,,,,,64,244,23,5740,
2021,5330,Sharon Waterworks and Sewer system,D,Water,,,,2139,,,,0,,,,,,,86,9534,23,3067,
2021,5310,Sextonville Waterworks San Dist,D,Water,,,,0,,,,0,,,,,,,205,13,15,1596,
2021,5300,Seneca Tn Of Sanitary District 1,D,Water,,,,0,,,,0,,,,,,,6,1469,6,1616,
2021,5296,Town of Scott Water Utility,D,Water,,,,0,,,,0,,,,,,,1,630,44,12580,
2021,5250,St Nazianz Water Utility,D,Water,,,,32,,,,0,,,,,,,15,1157,1,202,
2021,5240,St Joseph Sanitary District #1,D,Water,,,,0,,,,0,,,,,,,3,3046,3,3046,
2021,5200,St Croix Improvements inc,D,Water,,,,0,,,,0,,,,,,,4,2157,0,0,
2021,5190,St Cloud Water and Sewer Utility,D,Water,,,,5,,,,1,,,,,,,3,450,4,860,
2021,5150,Rock Springs Municipal Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,5130,Rockland Municipal Water And Sewer Utility,D,Water,,,,113,,,,0,,,,,,,11,1009,5,741,
2021,5120,Village of Roberts Water Utility,D,Water,,,,266,,,,0,,,,,,,23,5911,13,4364,
2021,5100,Rio Municipal Water Utility,D,Water,,,,18,,,,0,,,,,,,61,5014,18,2834,
2021,5090,Village of Ridgeway Municipal Water Utility,D,Water,,,,40,,,,6,,,,,,,18,1303,5,537,
2021,5030,Village of Rib Lake Water Utility,D,Water,,,,72,,,,17,,,,,,,31,4382,1,346,
2021,5000,Rewey Municipal Water Utility,D,Water,,,,25,,,,0,,,,,,,30,1991,1,270,
2021,4990,Reeseville Water Utility,D,Water,,,,16,,,,0,,,,,,,40,1924,5,2710,
2021,4980,Reedsville Municipal Water Utility,D,Water,,,,1540,,,,3,,,,,,,67,2706,1,614,
2021,4960,Redgranite Water Utility,D,Water,,,,363,,,,13,,,,,,,139,5253,12,3859,
2021,4950,Readstown Municipal Water Utility,D,Water,,,,12,,,,0,,,,,,,19,9380,11,4531,
2021,4930,Random Lake Municipal Water Department,D,Water,,,,0,,,,0,,,,,,,95,10736,0,0,
2021,4920,Randolph Municipal Water Utility,D,Water,,,,127,,,,1,,,,,,,33,11312,0,0,
2021,4910,Radisson Water And Sewer Utility,D,Water,,,,0,,,,0,,,,,,,125,3040,7,410,
2021,4840,Village of Prentice Water and Sewer Utility,D,Water,,,,60,,,,2,,,,,,,15,3882,0,0,
2021,4800,Village of Pound Water and Sewer Utility,D,Water,,,,91,,,,0,,,,,,,122,30291,0,0,
2021,4790,Potosi Municipal Water Utility,D,Water,,,,25,,,,0,,,,,,,54,3211,1,162,
2021,4785,Port Wingtn Of Sanitary Dist,D,Water,,,,26,,,,0,,,,,,,21,129,3,197,
2021,4775,Town of Portland Sanitary District #1,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,4690,Village of Plainfield Water Utility,D,Water,,,,902,,,,89,,,,,,,91,6798,4,1736,
2021,4680,Plain Municipal Water Utility,D,Water,,,,52,,,,0,,,,,,,2,100,0,0,
2021,4670,Pittsville Municipal Water Utility,D,Water,,,,146,,,,2,,,,,,,13,1943,2,286,
2021,4650,Pigeon Falls Municipal Water Utility,D,Water,,,,1,,,,0,,,,,,,1,34,2,492,
2021,4640,Phillips Municipal Water Works,D,Water,,,,326,,,,2,,,,,,,25,3389,17,6677,
2021,4630,Phelps Sanitary Dist 1,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,4600,Pepin Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,37,9337,4,2693,
2021,4570,Town of Pence Municipal Water Department,D,Water,,,,0,,,,0,,,,,,,6,479,7,2428,
2021,4560,Patch Grove Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,1,0,1,169,
2021,4540,Pardeeville Municipal Water Utility,D,Water,,,,1353,,,,42,,,,,,,675,98805,2,751,
2021,4520,Village of Palmyra Water and Sewer Utility,D,Water,,,,98,,,,10,,,,,,,35,2874,3,1019,
2021,4510,Paddock Lake Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,30,13020,
2021,4500,Owen Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,66,17408,0,0,
2021,4490,Osseo Municipal Water And Sewer Utility,D,Water,,,,312,,,,4,,,,,,,73,8781,3,1488,
2021,4450,Orfordville Municipal Water Utility,D,Water,,,,465,,,,3,,,,,,,77,18871,2,1544,
2021,4420,Ontario Municipal Water Utility,D,Water,,,,120,,,,0,,,,,,,10,2231,0,0,
2021,4390,Oliver Municipal Water Plant,D,Water,,,,0,,,,0,,,,,,,13,790,0,0,
2021,4330,Village of Oakfield Municipal Water Utility,D,Water,,,,195,,,,1,,,,,,,21,2101,2,662,
2021,4325,Village of Oakdale Water Utility,D,Water,,,,24,,,,1,,,,,,,18,665,1,213,
2021,4290,Norwalk Municipal Water Utility,D,Water,,,,20,,,,0,,,,,,,12,485,3,345,
2021,4240,North Freedom Municipal Water Utility,D,Water,,,,102,,,,0,,,,,,,26,4137,5,354,
2021,4225,Northfield Sanitary District No 1,D,Water,,,,0,,,,0,,,,,,,5,2150,5,2150,
2021,4170,Nichols Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,14,4024,1,551,
2021,4150,Niagara Municipal Water Utility,D,Water,,,,388,,,,3,,,,,,,57,8371,22,2300,
2021,4080,New Auburn Municipal Water Utility,D,Water,,,,0,,,,6,,,,,,,30,1197,530,3962,
2021,4060,Nelson Water And Sewer Department,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,4020,Village of Necedah Municipal Water Utility,D,Water,,,,11,,,,0,,,,,,,56,2436,11,5984,
2021,3960,Mount Sterling Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,6,1826,
2021,3920,Mount Hope Municipal Water Utility,D,Water,,,,5,,,,0,,,,,,,4,94,0,0,
2021,3910,Village of Mount Calvary Municipal Water and Sewer,D,Water,,,,12,,,,0,,,,,,,1,51,0,0,
2021,3860,Montreal Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,36,9304,
2021,3850,Village of Monticello Water Utility,D,Water,,,,55,,,,0,,,,,,,28,12208,8,2355,
2021,3840,Montfort Municipal Water Utility,D,Water,,,,236,,,,0,,,,,,,45,5563,1,43,
2021,3830,City of Montello Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,14,2889,
2021,3770,Mishicot Water Utility and Sewer Department,D,Water,,,,0,,,,0,,,,,,,63,6257,34,4652,
2021,3760,Village of Minong Water Utility,D,Water,,,,0,,,,0,,,,,,,21,1905,3,328,
2021,3730,Town of Farmington Sanitary District,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,3680,Village of Milltown Water Utility,D,Water,,,,424,,,,0,,,,,,,366,25754,29,18248,
2021,3675,Village of Milladore Water Utility,D,Water,,,,33,,,,0,,,,,,,29,1535,4,375,
2021,3630,Merrimac Municipal Water Utility,D,Water,,,,5,,,,2,,,,,,,56,2315,5,3320,
2021,3600,Mercer Sanitary District Number One,D,Water,,,,1,,,,1,,,,,,,5,1090,5,3117,
2021,3545,Melvina Municipal Water Utility,D,Water,,,,6,,,,0,,,,,,,6,7021,0,0,
2021,3540,Melrose Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,31,14424,6,6174,
2021,3530,Mellen Municipal Water Utility,D,Water,,,,48,,,,6,,,,,,,0,0,3,1702,
2021,3480,Mazomanie Water Utility,D,Water,,,,0,,,,0,,,,,,,217,4546,15,867,
2021,3440,Mattoon Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,3430,Mary Hill Park Sanitary District,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,3390,Markesan Municipal Water Plant,D,Water,,,,240,,,,12,,,,,,,5,1574,2,651,
2021,3380,Marion Municipal Water And Sewer Utility,D,Water,,,,204,,,,2,,,,,,,88,13165,23,12966,
2021,3360,Maribel Municipal Water and Sewer Utility,D,Water,,,,4,,,,0,,,,,,,30,6499,3,3456,
2021,3350,Village of Water Marathon and Sewer Utility,D,Water,,,,22,,,,0,,,,,,,45,3408,9,1720,
2021,3345,Maplewood Sanitary District No 1,D,Water,,,,0,,,,0,,,,,,,15,4722,10,3015,
2021,3340,Village of Maple Bluff Municipal Water Utility,D,Water,,,,8,,,,0,,,,,,,47,28452,10,7407,
2021,3325,Manitou Falls Sanitary District,D,Water,,,,0,,,,0,,,,,,,19,5893,19,5893,
2021,3300,Manawa Municipal Water Utility,D,Water,,,,32,,,,3,,,,,,,72,5058,34,8555,
2021,3298,Maine Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,3295,Village of Maiden Rock Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,3,987,7,1237,
2021,3250,Lyndon Station Municipal Water Utility,D,Water,,,,100,,,,3,,,,,,,56,2999,8,1377,
2021,3240,Luxemburg Municipal Water Utility,D,Water,,,,34,,,,0,,,,,,,6,127,0,0,
2021,3220,Luck Municipal Water Utility,D,Water,,,,653,,,,1,,,,,,,80,6550,0,0,
2021,3210,Loyal Municipal Water Utility,D,Water,,,,255,,,,5,,,,,,,56,683,5,2098,
2021,3200,Lowell Municipal Water And Sewer Utility,D,Water,,,,0,,,,0,,,,,,,24,13597,0,0,
2021,3190,Lone Rock Utilities,D,Water,,,,38,,,,1,,,,,,,63,2431,58,5492,
2021,3180,Lomira Municipal Water Utility,D,Water,,,,10,,,,0,,,,,,,30,1399,0,0,
2021,3170,Loganville Municipal Water and Sewer Utility,D,Water,,,,5,,,,0,,,,,,,5,1097,0,0,
2021,3150,Livingston Municipal Water Utility,D,Water,,,,350,,,,2,,,,,,,73,7454,1,203,
2021,3136,Lincoln Sanitary District #1,D,Water,,,,3,,,,2,,,,,,,22,3254,0,0,
2021,3135,Linden Tn Of Sanitary Dist #1,D,Water,,,,0,,,,0,,,,,,,0,0,8,1464,
2021,3130,Linden Municipal Water Utility,D,Water,,,,441,,,,0,,,,,,,54,9615,8,5554,
2021,3129,Liberty Grove Sanitary District No 1,D,Water,,,,4,,,,0,,,,,,,0,0,0,0,
2021,3125,Leroy Sanitary District No 1,D,Water,,,,0,,,,0,,,,,,,8,691,10,4845,
2021,3120,Lena Municipal Water and Sewer Utility,D,Water,,,,116,,,,0,,,,,,,0,0,4,2606,
2021,3080,La Valle Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,10,1084,0,0,
2021,3060,Laona Sanitary District No 1,D,Water,,,,115,,,,2,,,,,,,9,480,0,0,
2021,3045,Lannon Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,72,33508,15,10713,
2021,3040,Land O Lakes Sanitary District No 1,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2960,La Farge Municipal Water And Sewer Utility,D,Water,,,,81,,,,1,,,,,,,46,3007,0,0,
2021,2890,Kohler Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,28,5297,13,4384,
2021,2880,Knapp Municipal Water And Sewer Utility,D,Water,,,,180,,,,2,,,,,,,12,585,0,0,
2021,2860,Kieler Sanitary District #1,D,Water,,,,0,,,,0,,,,,,,37,2095,6,1356,
2021,2810,Kendall Municipal Water Utility,D,Water,,,,31,,,,1,,,,,,,26,1205,1,120,
2021,2805,Kellnersville Water Utility,D,Water,,,,8,,,,2,,,,,,,5,241,5,241,
2021,2780,Junction City Water Utility,D,Water,,,,80,,,,5,,,,,,,15,17204,7,7300,
2021,2730,Jamestown Sanitary District 2,D,Water,,,,0,,,,0,,,,,,,7,1250,1,625,
2021,2703,Ironton Water Utility,D,Water,,,,0,,,,0,,,,,,,33,10146,33,10146,
2021,2700,Iron River Sanitary District No 1,D,Water,,,,0,,,,0,,,,,,,25,5433,25,6173,
2021,2690,Iron Ridge Municipal Water Utility,D,Water,,,,118,,,,0,,,,,,,74,9067,4,1770,
2021,2680,Town of Knight Municipal Water Utility,D,Water,,,,126,,,,0,,,,,,,28,1791,14,2904,
2021,2670,Iola Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,31,15400,33,7354,
2021,2660,Independence Municipal Water Utility,D,Water,,,,280,,,,37,,,,,,,124,18774,0,0,
2021,2655,Hustler Municipal Water Utility,D,Water,,,,6,,,,0,,,,,,,10,15,3,222,
2021,2640,City of Hurley Water Utility,D,Water,,,,396,,,,4,,,,,,,310,83244,39,9600,
2021,2580,Hollandale Water Utility,D,Water,,,,0,,,,0,,,,,,,29,3475,5,2066,
2021,2575,Town of Holland Sanitary District #1,D,Water,,,,0,,,,0,,,,,,,6,4289,6,4289,
2021,2570,Hixton Municipal Water Utility,D,Water,,,,450,,,,2,,,,,,,6,1062,3,1023,
2021,2550,Hillsboro Municipal Water Utility,D,Water,,,,316,,,,0,,,,,,,81,6370,0,0,
2021,2540,Hilbert Municipal Water Utility,D,Water,,,,322,,,,2,,,,,,,15,2430,1,643,
2021,2530,Highland Municipal Water Utility,D,Water,,,,380,,,,6,,,,,,,36,2565,0,0,
2021,2490,Hawkins Municipal Water And Sewer Utility,D,Water,,,,142,,,,1,,,,,,,10,1849,4,1366,
2021,2485,Village of Haugen Water Utility,D,Water,,,,0,,,,0,,,,,,,15,1023,7,469,
2021,2483,Village of Hatley Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2460,Harmony Grove Sanitary District #1,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2450,Hancock Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,6,2193,
2021,2430,Hammond Municipal Water Utility,D,Water,,,,1904,,,,10,,,,,,,90,4918,3,923,
2021,2410,Gresham Municipal Water And Sewer Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2380,City of Greenwood Water Utility,D,Water,,,,20,,,,0,,,,,,,8,1846,9,2345,
2021,2370,City of Green Lake Water Utility,D,Water,,,,427,,,,0,,,,,,,782,36888,0,0,
2021,2340,Gratiot Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,3,104,11,1590,
2021,2330,Village of Grantsburg Municipal Water Utility,D,Water,,,,28,,,,5,,,,,,,55,9186,24,6823,
2021,2320,Granton Municipal Water Utility,D,Water,,,,89,,,,2,,,,,,,1,249,1,249,
2021,2288,Goodman Sanitary District #1,D,Water,,,,3,,,,3,,,,,,,41,3920,12,4003,
2021,2280,Glidden Sanitary District,D,Water,,,,0,,,,0,,,,,,,7,3194,7,3194,
2021,2275,Village of Glen Flora Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2270,Glenwood City Municipal Water Utility,D,Water,,,,0,,,,0,,,,,,,0,0,0,0,
2021,2250,Glenbeulah Municipal Water Utility,D,Water,,,,13,,,,5,,,,,,,0,0,0,0,
2021,2230,Gilman Water Utility,D,Water,,,,40,,,,2,,,,,,,16,2728,5,2998,
2021,2220,Gillett Water And Sewer Commission,D,Water,,,,960,,,,12,,,,,,,76,5712,16,7374,
2021,2190,Genoa Municipal Water And Sewer Utility,D,Water,,,,0,,,,0,,,,,,,12,7958,12,7958,
2021,2170,Village of Gays Mills Municipal Water Utility,D,Water,,,,23,,,,0,,,,,,,29,1697,16,3494,
2021,2160,City of Galesville Municipal Water and Sewer Utility,D,Water,,,,37,,,,4,,,,,,,440,104370,29,9446,
2021,2157,Fulton Water Utility,D,Water,,,,0,,,,0,,,,,,,1,118,1,118,
2021,2150,Friesland Municipal Water Utility,D,Water,,,,55,,,,0,,,,,,,2,345,2,631,
2021,2140,Village of Friendship Water Utility,D,Water,,,,220,,,,0,,,,,,,38,5436,11,4316,
